Link,Tags,Hubs,Unique user,Company name,Username,Number of comments,Number of positive votes,Number of negative votes,Number of views,Number of bookmarks
/ru/company/otus/blog/564050/,"android,kotlin,Блог компании OTUS,android development,kotlin coroutines","Kotlin,Разработка под Android,Программирование",True,otus,MaxRokatansky,0,0,0,1000,17
/ru/post/563672/,"android,gradle,скрипт","Kotlin,Разработка под Android,Gradle",False,,Noname83,4,0,0,3400,14
/ru/company/domclick/blog/558876/,"hibernate,postgis,spatial,spring,kotlin,Блог компании ДомКлик,postgresql,jpa,java","Java,Kotlin,PostgreSQL",True,domclick,i_am_chasing_the_clouds,14,0,0,9400,33
/ru/post/563034/,"корутины,Java,kotlin,асинхронное программирование,elasticsearch,netty,tomcat","Java,Kotlin,Программирование",False,,red_sun,2,0,0,2900,19
/ru/post/562956/,"dsl,ооп,фп,kotlin","Kotlin,Функциональное программирование,Ненормальное программирование,ООП,Программирование",False,,Reformat,0,0,0,19000,22
/ru/post/562482/,"threads,prefetch,reactor,kotlin,parallel,flux,pool,parallelism,concurrency,mono","Java,Kotlin",False,,EatingPeopleIsFun,29,0,0,6600,40
/ru/company/otus/blog/561522/,"android,jetpack compose,kotlin,Блог компании OTUS,adroid development,recyclerview","Kotlin,Разработка под Android",True,otus,MaxRokatansky,0,0,0,683,10
/ru/post/560914/,"telegram,распознавание речи,kotlin,java,bot","Kotlin,Мессенджеры,Natural Language Processing,Функциональное программирование,ООП",False,,Reformat,1,0,0,1100,34
/ru/post/560634/,"null,kotlin","Java,Kotlin",False,,hyragano,5,0,0,400,23
/ru/post/560272/,"настройки приложения,jetpack,dataStorage,kotlin android,settings fragment,android preferences,androidx","Kotlin,Разработка под Android",False,,java73,3,0,0,5900,13
/ru/post/527586/,"Kotlin,Compose","Kotlin,Программирование",False,,tehnolog,5,0,0,5200,19
/ru/company/raiffeisenbank/blog/526374/,"raiffeisendgtl,коллекции,kotlin,collections,Stream API,Блог компании Райффайзенбанк,java","Java,Kotlin,Программирование",True,raiffeisenbank,devmark,19,0,0,1800,58
/ru/post/527402/,"sql,ускорение записи,spring framework,kotlin,java","Java,Kotlin,SQL,Программирование",False,,cerrenesi,16,0,0,8000,10
/ru/post/526936/,"android,adapter,mvvm,kotlin","Kotlin,Разработка под Android",False,,ircover,2,0,0,400,13
/ru/company/productsense/blog/526238/,"product management,продакт-менеджмент,kotlin,продакт-менеджер,Блог компании ProductSense,язык программирования,продукт","Управление продуктом,Kotlin,Программирование",True,productsense,TimurTukaev,25,0,0,19000,54
/ru/post/521810/,"Kotlin,Java,Gradle,Разработка мобильных приложений,Разработка под Android","Kotlin,Java,Gradle,Разработка мобильных приложений,Разработка под Android",False,,kuchanov,4,0,0,2000,11
/ru/post/523314/,"mobileup,android development,ui testing,kotlin","Тестирование мобильных приложений,Kotlin,Разработка под Android",False,,asrovnov,1,0,0,400,20
/ru/post/521806/,"Kotlin,Java,Gradle,Разработка мобильных приложений,Разработка под Android","Kotlin,Java,Gradle,Разработка мобильных приложений,Разработка под Android",False,,kuchanov,4,0,0,2100,14
/ru/company/epam_systems/blog/522152/,"android,jetpack compose,compose,jetpack,kotlin,declarative ui,android studio,Блог компании EPAM,unidirectional,android sdk,declarative","Kotlin,Разработка под Android,Разработка мобильных приложений",True,epam_systems,an9ar,12,0,0,3100,27
/ru/company/just_ai/blog/522436/,"nlu,voice ui,jaicf,Блог компании Just AI,kotlin,chatbots,hackathon,mobile apps,voice assistant","Хакатоны,Разработка под Android,Искусственный интеллект,Kotlin",True,just_ai,just_ai,2,0,0,4200,6
/ru/post/521804/,"google mobile services,kotlin,huawei mobile services,java,android development","Kotlin,Java,Gradle,Разработка мобильных приложений,Разработка под Android",False,,kuchanov,10,0,0,2400,10
/ru/company/just_ai/blog/517862/,"mobile development,Kotlin,nlu,JAICF,voice ui,Блог компании Just AI,mobile apps,aimybox,voice assistant","Kotlin,Разработка под Android,Разработка мобильных приложений,Голосовые интерфейсы",True,just_ai,just_ai,1,0,0,4200,28
/ru/post/520544/,"android,retrofit 2,kotlin","Kotlin,Разработка под Android,Разработка мобильных приложений",False,,Dizze222,4,0,0,13000,30
/ru/company/nspk/blog/520380/,"Блог компании Мир Plat.Form (НСПК),matcher,functional testing,kotest,assertion,bdd,kotlin,qa automation,behavior driven development,kotlin test,data driven testing","Kotlin,Тестирование IT-систем,Тестирование веб-сервисов",True,nspk,kochetkov-ma,4,0,0,2300,42
/ru/post/520226/,"android development,kotlin,google mobile services,huawei mobile services","Kotlin,Разработка под Android,Разработка мобильных приложений,Gradle",False,,kuchanov,2,0,0,2400,43
/ru/company/funcorp/blog/518340/,"python,Блог компании FUNCORP,kotlin,opencv,программирование,tesseract,java,разработка","Java,Kotlin,Python,Программирование",True,funcorp,nerumb,1,0,0,16000,64
/ru/company/funcorp/blog/517724/,"тестирование,Блог компании FUNCORP,kotlin,assertj,junit5,java","Java,Kotlin,Тестирование веб-сервисов",True,funcorp,SergeAx,22,0,0,10000,124
/ru/company/just_ai/blog/514290/,"mobile development,android,caila,nlu,voice,Блог компании Just AI,jaicf,open source,kotlin,jaicp,nlp (natural language processing),mobile apps,aimybox,android development,nlp","Kotlin,Разработка под Android,Разработка мобильных приложений,Голосовые интерфейсы",True,just_ai,just_ai,7,0,0,4200,33
/ru/company/qiwi/blog/515692/,"docker,ci/cd,teamcity,kubernetes,dao,Блог компании QIWI,spring,kotlin,postgresql,liquibase,testing,java","Kotlin,PostgreSQL,Микросервисы,Kubernetes",True,qiwi,nkh,34,0,0,455,81
/ru/company/JetBrains-education/blog/515614/,"Блог компании Образовательные проекты JetBrains,kotlin,jvm,code generation,bytecode,оптимизация вычислений,байт-код",Kotlin,True,JetBrains-education,JetBrains_Education,0,0,0,2400,19
/ru/company/just_ai/blog/514728/,"just ai,ассистент,хакатон,яндекс.диалоги,Блог компании Just AI,kotlin,яндекс алиса,голосовое управление","Хакатоны,Голосовые интерфейсы,Программирование,Kotlin",True,just_ai,morfeusys,7,0,0,5700,21
/ru/company/badoo/blog/514094/,"android,gradle-plugin,kotlin,gradle,Блог компании Badoo,android development","Java,Kotlin,Разработка под Android,Системы сборки",True,badoo,ChPr,7,0,0,3500,36
/ru/company/kaspersky/blog/513364/,"Блог компании «Лаборатория Касперского»,Kotlin,Jetpack,Compose,UI,Android","Kotlin,Разработка под Android",True,kaspersky,Phansier,2,0,0,7200,29
/ru/company/dododev/blog/513096/,"mobile development,android,Блог компании Dodo Engineering,android database,dodo is,базы данных,каскадное удаление,dodo pizza engineering,мобильная разработка,android development,realm","Администрирование баз данных,Kotlin,Разработка под Android,Разработка мобильных приложений",True,dododev,zverolyub,50,0,0,8600,13
/ru/company/otus/blog/512058/,"dsl,kotlin,нейронные сети,Блог компании OTUS,компьютерное зрение","Kotlin,Программирование,Машинное обучение",True,otus,MaxRokatansky,1,0,0,3200,13
/ru/company/badoo/blog/511234/,"android,kotlin,design system,badoo,Блог компании Badoo,architecture","Kotlin,Разработка под Android,Разработка мобильных приложений,Карьера в IT-индустрии",True,badoo,ANublo,52,0,0,3500,7
/ru/company/otus/blog/510788/,"spring boot,spring,kotlin,kafka apache,Блог компании OTUS,kotlin and spring,kafka,otus","Java,Kotlin",True,otus,vlstrochkov,4,0,0,2700,21
/ru/company/rosbank/blog/510268/,"автоматизированное тестирование,Kotlin,API,Java,валидация,JSON,Блог компании Росбанк,интеграция,автоматизация тестирования,TestNG","Java,Kotlin,Тестирование IT-систем,API",True,rosbank,Rusfinancebank,15,0,0,1600,23
/ru/company/badoo/blog/510304/,"android,ios,cross-platform,kotlin,multiplatform,Блог компании Badoo,mpp,mvi,architecture","Kotlin,Разработка под Android,Разработка мобильных приложений,Разработка под iOS",True,badoo,arkivanov,9,0,0,1600,30
/ru/post/510206/,"hamсrest,тестирование,assertk,kotlin,assertj,junit,kotlin.test,strikt,kluent,scalatest,atrium,truth,expekt,assert,больше тегов богу тегов,java,hamkrest,kotest,ассерт,junit5","Java,Kotlin,Тестирование IT-систем",False,,ov7a,7,0,0,2600,14
/ru/company/dododev/blog/510066/,"mobile development,android,animation,Блог компании Dodo Engineering,анимация фрагментов,dodo is,анимация в приложениях,dodo pizza engineering,bottom sheet behavior","Kotlin,Разработка под Android,Разработка мобильных приложений,Дизайн мобильных приложений",True,dododev,keymusicman,17,0,0,18000,65
/ru/post/509378/,"архитектура android-приложений,mvi","Kotlin,Разработка под Android,Разработка мобильных приложений",False,,c5fr7q,4,0,0,28000,20
/ru/post/508454/,"itprotv,простой мир,dexen,apps,разработка под android,android development,omega-r","Kotlin,GitHub,Разработка мобильных приложений,Разработка под Android,Программирование",False,,AntonKnyazev,1,0,0,8300,30
/ru/company/otus/blog/508060/,"Блог компании OTUS,java,kotlin","Java,Kotlin",True,otus,MaxRokatansky,33,0,0,3000,40
/ru/post/506548/,"выбор языка программирования,управление проектами,стартапы,kotlin","Kotlin,Программирование",False,,svok,128,0,0,4400,43
/ru/company/domclick/blog/505860/,"spring boot,hibernate,ДомКлик,Блог компании ДомКлик,kotlin","Kotlin,Программирование",True,domclick,olegklimenko52,17,0,0,4000,110
/ru/company/dbtc/blog/505162/,"kotlin compiler,kotlin dsl,Блог компании Технологический Центр Дойче Банка,kotlin","Java,Kotlin,Компиляторы",True,dbtc,imanushin,0,0,0,5800,28
/ru/company/domclick/blog/504304/,"reactive,webflux,spring,kotlin,Блог компании ДомКлик,java","Java,Kotlin,Программирование",True,domclick,1nDivid,24,0,0,6700,39
/ru/company/ru_mts/blog/504058/,"котлин,android,kotlin,распределенные системы,блокчейн,Блог компании МТС,программирование,МТС,blockchain,мобильная разработка,разработка,mdbx","Kotlin,Разработка под Android,Разработка мобильных приложений,Децентрализованные сети",True,ru_mts,info_habr,15,0,0,11000,22
/ru/post/503932/,F#,"Карьера в IT-индустрии,Kotlin,Управление персоналом,Развитие стартапа",False,,fillpackart,970,0,0,5000,234
/ru/post/503412/,"loom,java,kotlin","Java,Kotlin",False,,AlexeySoshin,50,0,0,8200,41
/ru/post/502454/,"android,adapter,mvvm,kotlin","Kotlin,Разработка под Android",False,,ircover,0,0,0,403,17
/ru/company/domclick/blog/500646/,"Java,Kotlin,Блог компании ДомКлик,JVM","Java,Kotlin,Программирование",True,domclick,AlexK23,0,0,0,6700,120
/ru/post/501308/,"android,kotlin","Kotlin,Разработка под Android",False,,agent10,13,0,0,5900,24
/ru/post/489562/,"spock,groovy,tdd,kotlin,testing",Kotlin,False,,roma0297,3,0,0,2900,9
/ru/post/501184/,"android,apollo,kotlin,graphql","Kotlin,Разработка под Android,Разработка мобильных приложений",False,,miwas07,0,0,0,2700,12
/ru/post/500108/,springframework,"Java,Kotlin",False,,votez,5,0,0,3100,30
/ru/company/domclick/blog/499820/,"kotlin multiplatform,Блог компании ДомКлик,kotlin,expirience","Kotlin,Разработка мобильных приложений",True,domclick,GennadyVasilkov,6,0,0,3800,28
/ru/post/499460/,"Kotlin,C++,Алгоритмы,Qt,Параллельное программирование","Kotlin,C++,Qt,Параллельное программирование",False,,lws0954,47,0,0,5300,17
/ru/company/surfstudio/blog/498664/,"widgets,android разработка,open source,Блог компании Surf","Kotlin,Разработка под Android,Разработка мобильных приложений",True,surfstudio,margarita-v,1,0,0,4100,15
/ru/company/domclick/blog/496288/,"Kotlin,Блог компании ДомКлик",Kotlin,True,domclick,AlexK23,33,0,0,19000,40
/ru/post/487742/,"algorithmic trading,fintech,algorithms,kotlin","Алгоритмы,Kotlin,Финансы в IT,Математика",False,,dmitrievanthony,7,0,0,403,106
/ru/company/kaspersky/blog/496320/,"Блог компании «Лаборатория Касперского»,android,automation,kakao,uiautomator,espresso","Java,Kotlin,Разработка под Android,Разработка мобильных приложений",True,kaspersky,Kaspersky_Lab,0,0,0,7200,10
/ru/post/496290/,"args4j,легко,kotlin,parser,просто,howto,tutorial,консоль,command line,java,простая программа,командная строка","Java,Kotlin",False,,vitekkor,10,0,0,16000,12
/ru/post/496020/,"kotlin multiplatform,ios development,android development,kotlin","Kotlin,Разработка под Android,Разработка под iOS",False,,adev_one,2,0,0,403,21
/ru/post/495762/,"android,mvvm,kotlin,adapter,recyclerviewadapter,recyclerview","Kotlin,Разработка под Android",False,,Klukwist,5,0,0,403,27
/ru/post/495516/,"kotlin,design patterns",Kotlin,False,,votez,17,0,0,7100,19
/ru/company/badoo/blog/495176/,"android,kotlin,Блог компании Badoo,plugin,java,serializable,compiler","Java,Kotlin,Разработка под Android,Разработка мобильных приложений",True,badoo,ShikaSD,7,0,0,7400,43
/ru/post/494098/,"coroutines,r2dbc,ktor","Java,Kotlin",False,,votez,0,0,0,1500,17
/ru/company/skyeng/blog/490784/,"плагины для ide,удаленная работа,clockify,тайм-менеджмент,intellij idea plugin,плагины для логирования времени,плагины для android-разработчиков,Блог компании Skyeng,toggl","Kotlin,Разработка под Android,Разработка мобильных приложений",True,skyeng,Galilea,8,0,0,2600,38
/ru/post/493448/,"web services,spring book,spring,spring framework,kotlin,complexity,router function,routing,марштрутизация,сложность,производительность,java,routerfunction,web","Java,Kotlin,Высокая производительность",False,,imanushin,2,0,0,8000,32
/ru/company/tinkoff/blog/490656/,"bpm,kotlin,camunda,bpmn,programming patterns,Блог компании TINKOFF,external task","Kotlin,Проектирование и рефакторинг",True,tinkoff,Shoom3301,3,0,0,4900,35
/ru/company/yoomoney/blog/492272/,"android,android dev,kotlin,kotlin android,android development,fragmentlifecyclecallbacks,dependency injection,Блог компании ЮMoney","Kotlin,Разработка под Android,Разработка мобильных приложений,Проектирование и рефакторинг",True,yoomoney,Lynnfield,0,0,0,2900,28
/ru/post/492604/,"android,coroutines,kotlin","Kotlin,Разработка под Android",False,,shikleev,3,0,0,17000,39
/ru/company/badoo/blog/489438/,"android,kotlin,google play services,Блог компании Badoo,android development","Kotlin,Разработка под Android,Разработка мобильных приложений",True,badoo,ChPr,0,0,0,3500,24
/ru/company/badoo/blog/489434/,"android,kotlin,google play services,Блог компании Badoo,android development","Kotlin,Разработка под Android,Разработка мобильных приложений",True,badoo,ChPr,5,0,0,3800,32
/ru/post/490298/,"java,kotlin","Java,Kotlin",False,,koowaah,2,0,0,6000,40
/ru/post/490002/,"kotlin,micronaut,api,java,microservices,graphql","Kotlin,API,Java,Микросервисы,JavaScript",False,,not_bad,0,0,0,6000,64
/ru/company/homecredit/blog/489956/,"animation,viewpager2,kotlin,android development,Блог компании ООО «Хоум Кредит Энд Финанс Банк»,recyclerview,bottom sheet behavior","Kotlin,Разработка под Android,Компьютерная анимация",True,homecredit,klaymen111,4,0,0,4900,83
/ru/post/489744/,"kotlin уроки,программирование,kotlin lessons","Алгоритмы,Kotlin,Программирование",False,,mrDevGo,9,0,0,3800,30
/ru/post/489042/,"никто не читает теги,persistence,database,Store,kotlin,архитектура,data storage,Android,программирование,рефакторинг,кэширование,kotlin coroutines,котлин,перевод с английского,caching,android development,хранение данных,корутины,dropbox,мобильные приложения,разработка,андроид,corouties","Kotlin,Хранение данных,Разработка мобильных приложений,Разработка под Android,Проектирование и рефакторинг",False,,Firsto,4,0,0,1100,38
/ru/company/tinkoff/blog/488692/,"bpm,kotlin,camunda,bpmn,ibm bpm,development,Блог компании TINKOFF,java","Анализ и проектирование систем,Kotlin,Проектирование и рефакторинг",True,tinkoff,Kotskin,13,0,0,4900,32
/ru/company/funcorp/blog/488458/,"конкурс,Блог компании FUNCORP,бэкенд,funcorp,kotlin,java","Java,Kotlin,Разработка мобильных приложений",True,funcorp,gayka_m8,5,0,0,10000,10
/ru/post/488072/,"koin,dependency injection,kotlin,service locator","Kotlin,Разработка под Android,Программирование",False,,ynlvko,14,0,0,5000,34
/ru/company/e-Legion/blog/487046/,"android,e-legion,Блог компании e-Legion,opus,kotlin,native code","Kotlin,Разработка под Android,Разработка мобильных приложений",True,e-Legion,vitaliybv,0,0,0,4300,57
/ru/company/avito/blog/487822/,"дизайн-системы,android,kotlin coroutines,ci/cd,open source,kotlin,Блог компании Авито,motionlayout,ui","Kotlin,Разработка под Android,Open source,Дизайн мобильных приложений",True,avito,willykolepniy,0,0,0,5500,0
/ru/post/486658/,"plugin,android,moxy,kotlin","Kotlin,Разработка под Android,Разработка мобильных приложений",False,,MaksimNovikov,2,0,0,3700,20
/ru/company/badoo/blog/484712/,"Блог компании Badoo,jvm,binary compatibility,kotlin","Java,Kotlin,Разработка под Android,Программирование",True,badoo,ChPr,0,0,0,3500,21
/ru/company/tinkoff/blog/485760/,"Блог компании TINKOFF,kotlin разработка development","Kotlin,Программирование",True,tinkoff,nshipyakov,17,0,0,6500,43
/ru/post/485416/,"layers,маппинг,kotlin,android development,маппер","Алгоритмы,Kotlin,Разработка под Android",False,,olegkolt,15,0,0,3500,55
/ru/post/482222/,"spring boot,heroku,ci/cd,gradle kotlin dsl,fullstack,kotlin,gradle,vue.js","Kotlin,VueJS",False,,drleprechaun,2,0,0,4100,66
/ru/post/484320/,"kotlin,quarkus,gradle,microservices architecture,java,microservices","Java,Kotlin,Микросервисы",False,,not_bad,5,0,0,6000,43
/ru/company/X5Group/blog/484220/,"Блог компании X5 Group,swift,витрина,kotlin,wms,доставка,postgres,rabbit mq,мобильная разработка,разработка","Kotlin,Разработка мобильных приложений",True,X5Group,X5RetailGroup,37,0,0,3700,70
/ru/post/483552/,"android,adapter,mvvm,kotlin","Kotlin,Разработка под Android",False,,ircover,0,0,0,2700,29
/ru/company/yoomoney/blog/482476/,"android,kotlin,kotlin android,activitylifecyclecallbacks,android development,dependency injection,Блог компании ЮMoney","Kotlin,Разработка под Android,Разработка мобильных приложений,Проектирование и рефакторинг",True,yoomoney,Lynnfield,10,0,0,2900,41
/ru/post/482374/,"android,libgdx,entity component system","Kotlin,Разработка под Android,Разработка игр",False,,R1KUD0,6,0,0,14000,45
/ru/company/yoomoney/blog/482088/,"разработка под android,конференции,kotlin,Блог компании ЮMoney","Kotlin,Конференции",True,yoomoney,MaXaoHa,2,0,0,2100,10
/ru/post/430014/,"sealed,performance,kotlin,architecture","Kotlin,Проектирование и рефакторинг,Программирование",False,,XIII-th,1,0,0,403,27
/ru/company/funcorp/blog/481814/,"конкурс разработчиков,Блог компании FUNCORP,funcorp,kotlin,мобильная разработка,приз,java","Java,Kotlin,Разработка мобильных приложений",True,funcorp,gayka_m8,24,0,0,10000,20
/ru/company/otus/blog/481010/,"Блог компании OTUS,android,kotlin","Kotlin,Разработка под Android",True,otus,MaxRokatansky,9,0,0,4100,45
/ru/company/otus/blog/480778/,"Gesture Navigation,Блог компании OTUS,Android","Kotlin,Разработка под Android",True,otus,MaxRokatansky,0,0,0,1000,20
/ru/company/otus/blog/480534/,"Блог компании OTUS,android,kotlin","Kotlin,Разработка под Android",True,otus,MaxRokatansky,0,0,0,4200,54
/ru/post/480158/,"spring boot,kotlin,quarkus,rest,java,spring boot 2","Java,Kotlin",False,,serg-bs,9,0,0,1900,47
/ru/company/JetBrains/blog/479902/,"jetbrains,Блог компании JetBrains,микросервисы,intellij idea,java","Java,Kotlin,Git,Микросервисы",True,JetBrains,moscas,28,0,0,8600,20
/ru/company/otus/blog/479406/,"Блог компании OTUS,Android,kotlin","Kotlin,Разработка под Android",True,otus,MaxRokatansky,7,0,0,4200,66
/ru/company/funcorp/blog/477052/,"Блог компании FUNCORP,coroutine,kotlin,программирование,golang,java","Java,Kotlin,Программирование",True,funcorp,nerumb,15,0,0,16000,111
/ru/post/478374/,"retrofit,android,webservice,http","Java,Kotlin,Разработка под Android",False,,Frank82,4,0,0,13000,10
/ru/company/oleg-bunin/blog/476256/,"интервью,jetbrains,scala,scalaconf,kotlin,Блог компании Конференции Олега Бунина (Онтико),scala plugin,конференции","Kotlin,Scala,Функциональное программирование,Конференции",True,oleg-bunin,dos65,7,0,0,1100,10
/ru/company/jugru/blog/476128/,"jetbrains,arrival,kotlin,jug,intellij idea,java,jug.msk.ru,Блог компании JUG Ru Group","Java,Kotlin",True,jugru,dbelob,5,0,0,2100,22
/ru/post/475598/,"Kotlin,viewmodel,mvvm,coroutines,retrofit,livedata","Kotlin,Разработка под Android",False,,shikleev,24,0,0,2900,78
/ru/company/JetBrains/blog/475560/,"jetbrains,Блог компании JetBrains,kotlin,kotlinconf,conference","Kotlin,Конференции,Программирование",True,JetBrains,advertka,2,0,0,2600,18
/ru/company/tinkoff/blog/474612/,"android,kotlin,EBA,tinkoff,Блог компании TINKOFF,architecture","Kotlin,Разработка под Android,Разработка мобильных приложений",True,tinkoff,Jacks0n23,13,0,0,5500,43
/ru/company/otus/blog/474224/,"adroid development,Блог компании OTUS,swift,kotlin","Kotlin,Разработка под Android,Swift,Программирование",True,otus,dima_koz,8,0,0,7400,28
/ru/post/474394/,"c++20,java,coroutines","Java,Kotlin,C++",False,,koowaah,18,0,0,27000,30
/ru/post/472196/,"android,kotlin","Kotlin,Разработка под Android",False,,KuSu,34,0,0,5900,29
/ru/post/473208/,"open source,github,docker,kotlin","Kotlin,GitHub,Open source",False,,IgorPerikov,8,0,0,443,45
/ru/company/piter/blog/473614/,"Блог компании Издательский дом «Питер»,книга","Kotlin,Профессиональная литература",True,piter,ph_piter,6,0,0,8800,42
/ru/post/473258/,"reactive streams,async/await,kotlin,.net,c#,rx,flow",".NET,C#,Программирование,Kotlin",False,,IL_Agent,8,0,0,5300,32
/ru/company/piter/blog/473170/,"Kotlin,Java,аннотирование,Блог компании Издательский дом «Питер»,чистый код,интероперабельность,ООП","Java,Kotlin,ООП,Программирование",True,piter,ph_piter,2,0,0,12000,46
/ru/post/445072/,"telegraff,kotlin dsl,telegram","Java,Kotlin,API,Open source",False,,ruslanys,37,0,0,7700,80
/ru/company/jugru/blog/472000/,"Kotlin,Mobius,Marcin Moskala,Effective Kotlin,Блог компании JUG Ru Group","Java,Kotlin,Разработка под Android",True,jugru,phillennium,16,0,0,2300,23
/ru/company/funcorp/blog/471766/,"Блог компании FUNCORP,error handling,kotlin,идеальный код,java,програмирование","Java,Kotlin,Программирование",True,funcorp,nerumb,16,0,0,10000,105
/ru/post/471670/,"Kotlin,Jetpack,Compose,UI,Android","Kotlin,Разработка под Android",False,,Phansier,9,0,0,8700,29
/ru/company/lamoda/blog/469761/,"android development,Блог компании Lamoda","Kotlin,Разработка под Android,Разработка мобильных приложений",True,lamoda,ilsosnin,12,0,0,3500,38
/ru/company/custis/blog/467919/,"Kotlin,Java,батчинг,Блог компании CUSTIS,производительность","Java,Kotlin,Высокая производительность",True,custis,MZinchenko,0,0,0,4000,24
/ru/company/badoo/blog/468841/,"kotlin native,kotlin multiplatform,kotlin,multiplatform,Блог компании Badoo","Kotlin,Разработка под Android,Разработка мобильных приложений,Разработка под iOS",True,badoo,ChPr,2,0,0,2300,19
/ru/post/469557/,"recyclerview,kotlin","Kotlin,Разработка под Android",False,,s-buvaka,9,0,0,8300,30
/ru/post/469329/,"Java,vavr,pattern matching","Java,Kotlin",False,,koowaah,13,0,0,3000,50
/ru/company/kaspersky/blog/467617/,"Блог компании «Лаборатория Касперского»,android,automation,kakao,uiautomator,espresso","Java,Kotlin,Разработка под Android,Разработка мобильных приложений",True,kaspersky,xoxol_89,16,0,0,7200,78
/ru/post/467983/,"android,mvvm,kotlin,mvp,архитектура android-приложений,mvi","Kotlin,Разработка под Android",False,,Denis_Egorov,18,0,0,28000,45
/ru/post/467207/,"перспективные технологии,jetbrains,elixir,kotlin,rust,elm,crystal","Kotlin,Rust,Elixir/Phoenix,Разработка веб-сайтов,Программирование",False,,Source,154,0,0,8400,82
/ru/company/oleg-bunin/blog/467165/,"интервью,jetbrains,scala,scalaconf,Блог компании Конференции Олега Бунина (Онтико),scala plugin,конференции","Kotlin,Scala,Функциональное программирование,Конференции",True,oleg-bunin,dos65,1,0,0,2400,11
/ru/post/467205/,"экосистема,android,libraries,приложение,стартап,разработка под android,gson,kotlin,broadcastreceiver,broadcast,разработка","Kotlin,Анализ и проектирование систем,Разработка мобильных приложений,Развитие стартапа,Разработка под Android",False,,mixeden,0,0,0,8500,48
/ru/post/467161/,"spring boot,fullstack,vuejs,fullstack development,spring,spring framework,kotlin,vue.js,vue","Kotlin,VueJS",False,,drleprechaun,19,0,0,5400,180
/ru/company/raiffeisenbank/blog/466787/,"raiffeisenbank,android,kotlin,Блог компании Райффайзенбанк,разработка под android,raiffeisenit","Kotlin,Разработка под Android,SQLite",True,raiffeisenbank,vitkidd,9,0,0,8300,57
/ru/post/466769/,"kotlin,dependency injection,dagger 2","Java,Kotlin,Разработка под Android",False,,Frank82,0,0,0,5000,50
/ru/post/466725/,"dependency injection,kotlin,dagger 2","Java,Kotlin,Разработка под Android",False,,Frank82,2,0,0,5000,57
/ru/company/badoo/blog/466049/,"components,badoo,mvicore,Блог компании Badoo,android development,mvi","Kotlin,Разработка под Android,Разработка мобильных приложений",True,badoo,ShikaSD,11,0,0,8600,63
/ru/company/otus/blog/466367/,"AndroidDev,Sdk,API,Блог компании OTUS,Android,Android App Development","Kotlin,Разработка под Android,Программирование",True,otus,MaxRokatansky,1,0,0,1000,55
/ru/post/465781/,"android,kotlin","Kotlin,Разработка под Android",False,,sin28,11,0,0,7300,22
/ru/post/465097/,"union type,java","Java,Kotlin",False,,koowaah,55,0,0,261,15
/ru/company/piter/blog/464177/,"Блог компании Издательский дом «Питер»,книга","Kotlin,Разработка под Android,Профессиональная литература",True,piter,ph_piter,16,0,0,8800,77
/ru/company/badoo/blog/463781/,"android,android architecture,mvicore,Блог компании Badoo,mvi","Kotlin,Разработка под Android,Разработка мобильных приложений,Программирование",True,badoo,ANublo,13,0,0,2300,45
/ru/company/JetBrains/blog/462533/,"intelli,jetbrains,Блог компании JetBrains,kotlin,IDE,intellij idea,java","Java,Kotlin,Git,Gradle",True,JetBrains,moscas,62,0,0,8600,21
/ru/post/461877/,"нетология,java,android development,kotlin","Java,Kotlin,Разработка под Android",False,,blognetology,7,0,0,455,36
/ru/company/jugru/blog/461309/,"Андрей Бреслав,гендерный разрыв в it,полиамория,эмоции программиста,психотерапия,Блог компании JUG Ru Group","Kotlin,Мозг,Интервью",True,jugru,phillennium,75,0,0,11000,49
/ru/post/461161/,"android,длиннопост,kotlin","Kotlin,Разработка под Android",False,,MaksimNovikov,9,0,0,403,29
/ru/post/461101/,"Kotlin,Jetpack,Compose,UI,Android","Kotlin,Разработка под Android",False,,Phansier,28,0,0,8700,51
/ru/post/460819/,"спортивное программирование,worldskills russia,worldskills,олимпиада","Спортивное программирование,Kotlin,Разработка под Android,Разработка под Windows",False,,alekseyHunter,9,0,0,9500,15
/ru/post/460773/,"java,kotlin","Java,Kotlin",False,,koowaah,42,0,0,6000,26
/ru/company/mailru/blog/460133/,"android,Блог компании Mail.ru Group,kotlin","Kotlin,Разработка под Android,Разработка мобильных приложений",True,mailru,s_egorov,2,0,0,4400,7
/ru/company/custis/blog/460291/,"Kotlin,Java,батчинг,Блог компании CUSTIS,производительность","Java,Kotlin,Высокая производительность",True,custis,MZinchenko,0,0,0,4000,23
/ru/company/funcorp/blog/459174/,"rxjava 2,Блог компании FUNCORP,rxandroid,kotlin,rx,android development","Kotlin,Разработка под Android,Разработка мобильных приложений,Программирование",True,funcorp,FlashLight13,4,0,0,16000,74
/ru/company/badoo/blog/458854/,"animation,анимации,motionlayout,Блог компании Badoo,android development,андроид","Kotlin,Разработка под Android,Разработка мобильных приложений,Дизайн мобильных приложений",True,badoo,journeymanmw,6,0,0,3800,104
/ru/post/458436/,"java,log4net,logging,programming,kotlin,.net,log4j2,performance,io,fast io,nlog,log4j","Kotlin,Java,Совершенный код,.NET,Высокая производительность",False,,imanushin,22,0,0,3600,68
/ru/company/raiffeisenbank/blog/456774/,"raiffeisenbank,scala,kotlin,jvm,Блог компании Райффайзенбанк,java,raiffeisenit","Java,Kotlin,Scala",True,raiffeisenbank,faoxy,91,0,0,9800,72
